序号,代码,名称,收盘价,涨跌幅,买方机构数,卖方机构数,机构买入总额,机构卖出总额,机构买入净额,市场总成交额,机构净买额占总成交额比,换手率,流通市值,上榜原因,上榜日期
1933,300444,双杰电气,15.36,3.6437,3,1,166706564.66,156145295.8,10561268.86,4528519463,0.233216815038,46.7886,95.45,日换手率达到30%的前5只证券,2026-01-20
1934,300834,星辉环材,30.2,19.9841,3,3,54851614.05,44310171.05,10541443.0,498651209,2.113991264784,5.9218,58.11,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-03-31
1935,605599,菜百股份,21.02,-9.9786,3,2,28470039.0,18031559.0,10438480.0,174302400,5.988718457118,1.0637,163.49,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2026-04-29
1936,301591,肯特股份,47.46,10.2439,4,5,92408055.41,81984958.02,10423097.39,862584147,1.208357170283,42.1473,21.21,日换手率达到30%的前5只证券,2026-05-29
1937,601886,江河集团,8.97,10.0613,1,0,10419329.0,0.0,10419329.0,152375659,6.837922190709,1.5365,101.63,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2026-01-06
1938,002491,通鼎互联,12.2,4.721,3,4,200007972.93,189596158.57,10411814.36,3021294000,0.344614405616,21.8635,143.53,日振幅值达到15%的前5只证券,2026-03-31
1939,920220,朗信电气,101.73,-26.7075,1,0,10299232.87,20208.0,10279024.87,722020900,1.423646444307,55.1334,12.12,当日收盘价跌幅达到-20%的前5只股票,2026-05-25
1940,920220,朗信电气,101.73,-26.7075,1,0,10299232.87,20208.0,10279024.87,722020900,1.423646444307,55.1334,12.12,当日换手率达到20%的前5只股票,2026-05-25
1941,920012,创达新材,87.81,3.7943,1,0,15987811.79,5715185.29,10272626.5,623189800,1.64839451801,36.5598,16.95,当日换手率达到20%的前5只股票,2026-05-28
1942,002575,群兴玩具,8.51,-3.5147,2,1,61791838.0,51536765.74,10255072.26,1935364089,0.529878192857,37.4484,49.73,日换手率达到20%的前5只证券,2026-03-11
1943,301181,标榜股份,53.35,19.9955,2,3,65989782.29,55742784.0,10246998.29,435577110,2.352510739143,9.8924,47.66,日涨幅达到15%的前5只证券,2026-04-09
1944,920088,科力股份,60.51,29.9893,1,0,19024537.84,8800014.94,10224522.9,898260500,1.138258099961,54.896,19.23,当日换手率达到20%的前5只股票,2026-01-29
1945,920088,科力股份,60.51,29.9893,1,0,19024537.84,8800014.94,10224522.9,898260500,1.138258099961,54.896,19.23,当日收盘价涨幅达到20%的前5只股票,2026-01-29
1946,920088,科力股份,60.51,29.9893,1,0,19024537.84,8800014.94,10224522.9,898260500,1.138258099961,54.896,19.23,当日价格振幅达到30%的前5只股票,2026-01-29
1947,002774,快意电梯,14.19,-5.0836,1,0,12767388.0,2553518.0,10213870.0,1020970122,1.000408315573,26.1563,39.98,日振幅值达到15%的前5只证券,2026-01-12
1948,002774,快意电梯,14.19,-5.0836,1,0,12767388.0,2553518.0,10213870.0,1020970122,1.000408315573,26.1563,39.98,日跌幅偏离值达到7%的前5只证券,2026-01-12
1949,300379,东通退,1.71,-9.5238,2,0,10208506.0,0.0,10208506.0,90164894,11.322040704667,9.6329,9.01,退市整理期,2026-01-16
1950,920012,创达新材,64.82,3.0525,1,0,13409641.78,3217180.32,10192461.46,329280200,3.095376357279,40.4659,8.6,当日换手率达到20%的前5只股票,2026-04-21
1951,920078,族兴新材,36.23,2.6346,1,0,10191058.63,0.0,10191058.63,605766400,1.682341349735,80.27,7.5,当日换手率达到20%的前5只股票,2026-03-19
1952,002971,和远气体,41.21,10.0107,2,1,37813982.5,27650361.8,10163620.7,1201785499,0.845710046298,20.4352,64.45,日振幅值达到15%的前5只证券,2026-05-15
1953,002971,和远气体,41.21,10.0107,2,1,37813982.5,27650361.8,10163620.7,1201785499,0.845710046298,20.4352,64.45,日涨幅偏离值达到7%的前5只证券,2026-05-15
1954,000720,新能泰山,4.0,9.8901,1,0,17831129.0,7696708.0,10134421.0,988261492,1.025479701682,14.8543,50.26,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-01-19
1955,002580,圣阳股份,15.8,1.6731,1,0,17043443.0,6924474.98,10118968.02,1896592679,0.533534065171,26.3959,71.42,日换手率达到20%的前5只证券,2026-03-26
1956,002428,云南锗业,51.36,10.0021,1,2,131445169.48,121337833.1,10107336.38,3869850296,0.261181586028,12.1753,335.4,日涨幅偏离值达到7%的前5只证券,2026-03-27
1957,920014,特瑞斯,16.04,29.9838,1,0,10082744.0,0.0,10082744.0,306864400,3.285732721032,29.9899,10.75,当日收盘价涨幅达到20%的前5只股票,2026-01-22
1958,920014,特瑞斯,16.04,29.9838,1,0,10082744.0,0.0,10082744.0,306864400,3.285732721032,29.9899,10.75,当日价格振幅达到30%的前5只股票,2026-01-22
1959,920014,特瑞斯,16.04,29.9838,1,0,10082744.0,0.0,10082744.0,306864400,3.285732721032,29.9899,10.75,当日换手率达到20%的前5只股票,2026-01-22
1960,300052,中青宝,14.27,20.0168,1,1,18492138.0,8431707.0,10060431.0,585245681,1.719009866559,16.9945,37.37,日涨幅达到15%的前5只证券,2026-05-07
1961,001220,世盟股份,57.73,106.1786,1,1,15959823.64,6035219.98,9924603.66,1092689042,0.908273376828,76.6783,13.05,无价格涨跌幅限制的证券,2026-02-03
1962,002165,红宝丽,9.59,9.9771,1,2,95148023.0,85229104.27,9918918.73,2752230739,0.360395608894,39.797,69.78,日涨幅偏离值达到7%的前5只证券,2026-01-21
1963,002165,红宝丽,9.59,9.9771,1,2,95148023.0,85229104.27,9918918.73,2752230739,0.360395608894,39.797,69.78,日换手率达到20%的前5只证券,2026-01-21
1964,920187,通领科技,39.08,-6.708,1,0,9909731.29,0.0,9909731.29,270546100,3.662862369851,33.1105,8.19,当日换手率达到20%的前5只股票,2026-03-06
1965,002902,铭普光磁,22.79,-7.169,1,0,17804703.53,7942434.72,9862268.81,1506145758,0.65480175193,36.4338,40.48,日换手率达到20%的前5只证券,2026-03-23
1966,920088,科力股份,42.5,-17.9537,1,0,14358486.73,4507644.81,9850841.92,471556800,2.08900431931,33.779,13.51,当日换手率达到20%的前5只股票,2026-02-02
1967,000965,天保基建,3.88,-7.177,4,1,34888953.0,25088183.5,9800769.5,473421758,2.070198366337,10.9606,43.06,日跌幅偏离值达到7%的前5只证券,2026-03-27
1968,920012,创达新材,63.83,30.0,1,0,13737350.58,4044609.57,9692741.01,367331900,2.638687522102,51.5611,8.47,当日换手率达到20%的前5只股票,2026-04-17
1969,920012,创达新材,63.83,30.0,1,0,13737350.58,4044609.57,9692741.01,367331900,2.638687522102,51.5611,8.47,当日收盘价涨幅达到20%的前5只股票,2026-04-17
