序号,代码,名称,收盘价,涨跌幅,买方机构数,卖方机构数,机构买入总额,机构卖出总额,机构买入净额,市场总成交额,机构净买额占总成交额比,换手率,流通市值,上榜原因,上榜日期
1017,300162,雷曼光电,12.45,2.6381,4,4,174661973.03,205630497.06,-30968524.03,1630415793,-1.8994249297,37.0714,42.6,日换手率达到30%的前5只证券,2026-06-29
1018,300581,晨曦航空,13.16,19.9635,0,2,0.0,31024544.92,-31024544.92,556281496,-5.577130489345,7.9345,72.39,日涨幅达到15%的前5只证券,2026-06-12
1019,002787,华源控股,30.42,10.0181,4,5,237320448.0,268823098.18,-31502650.18,1868609209,-1.685887558954,21.6354,75.47,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-04
1020,002552,宝鼎科技,53.37,-10.0,4,3,73390574.48,105048953.44,-31658378.96,1114742386,-2.839972657144,5.3959,196.67,日跌幅偏离值达到7%的前5只证券,2026-06-11
1021,000766,通化金马,23.95,-9.9962,0,1,6066300.24,38123617.0,-32057316.76,1296172410,-2.473229372318,5.368,231.36,日振幅值达到15%的前5只证券,2026-06-26
1022,603262,技源集团,24.62,-10.0146,0,2,0.0,32231191.12,-32231191.12,185406897,-17.384030282326,18.2139,9.85,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2026-06-30
1023,002181,粤传媒,16.34,-10.022,1,3,29480670.31,61770081.26,-32289410.95,957918517,-3.370788890387,5.0245,185.38,日跌幅偏离值达到7%的前5只证券,2026-06-02
1024,002421,达实智能,4.4,-10.0204,0,1,12682550.0,44987435.0,-32304885.0,2945485156,-1.096759388999,33.1612,88.15,日跌幅偏离值达到7%的前5只证券,2026-06-12
1025,002421,达实智能,4.4,-10.0204,0,1,12682550.0,44987435.0,-32304885.0,2945485156,-1.096759388999,33.1612,88.15,日换手率达到20%的前5只证券,2026-06-12
1026,002980,华盛昌,122.6,8.5148,5,4,344913950.4,377738666.8,-32824716.4,2119898205,-1.54841002849,17.8245,124.18,日振幅值达到15%的前5只证券,2026-06-16
1027,301563,云汉芯城,176.42,1.35,3,3,124826692.1,158082916.72,-33256224.62,1562052512,-2.129008107251,44.5687,33.76,日换手率达到30%的前5只证券,2026-06-01
1028,001896,豫能控股,22.09,10.01,1,1,113244323.45,146682483.33,-33438159.88,4490332176,-0.744670072711,13.5113,337.05,日涨幅偏离值达到7%的前5只证券,2026-06-04
1029,002579,中京电子,20.76,10.0159,0,1,22535956.68,56146576.0,-33610619.32,3090989967,-1.087373937762,26.4141,121.12,日涨幅偏离值达到7%的前5只证券,2026-06-02
1030,003033,征和工业,60.57,-10.0,1,3,5482283.0,39171722.0,-33689439.0,255882197,-13.165995678863,5.1689,48.91,日跌幅偏离值达到7%的前5只证券,2026-06-05
1031,605566,福莱蒽特,39.43,-9.9977,0,1,0.0,33798481.0,-33798481.0,1172313536,-2.883058154845,8.0105,52.58,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-06-25
1032,688031,星环科技,152.32,20.0032,0,1,0.0,33917145.54,-33917145.54,3080333000,-1.101086977934,18.4359,184.51,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2026-06-04
1033,002552,宝鼎科技,61.0,1.4637,2,1,26581805.28,60501539.74,-33919734.46,1036602367,-3.272203068392,4.8458,224.79,日振幅值达到15%的前5只证券,2026-06-30
1034,001696,宗申动力,17.55,10.0313,0,3,33280181.54,67318412.96,-34038231.42,1818072372,-1.872215426857,7.7791,156.44,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-09
1035,002842,翔鹭钨业,39.69,0.8897,3,2,262344535.85,296524840.8,-34180304.95,4786555897,-0.714089748151,44.1438,106.55,日换手率达到20%的前5只证券,2026-06-12
1036,300179,四方达,57.48,20.0,1,2,115504905.88,149798864.18,-34293958.3,6143041310,-0.558257002833,29.0033,214.96,日涨幅达到15%的前5只证券,2026-06-22
1037,002806,华锋股份,18.48,-0.0541,2,2,48258079.97,83339213.52,-35081133.55,1503511590,-2.333279888451,44.2967,32.17,日换手率达到20%的前5只证券,2026-06-01
1038,300411,金盾股份,8.82,-19.9637,2,3,26625678.0,61750998.2,-35125320.2,510857054,-6.875762980068,18.3003,27.26,日跌幅达到15%的前5只证券,2026-06-18
1039,002015,协鑫能科,18.48,-9.9854,0,2,16455241.0,51607921.43,-35152680.43,2204820746,-1.594355481904,7.1412,299.99,日跌幅偏离值达到7%的前5只证券,2026-06-10
1040,002971,和远气体,62.0,-9.9753,3,3,86527952.8,121921872.8,-35393920.0,1842786819,-1.920673603429,18.7777,96.97,日跌幅偏离值达到7%的前5只证券,2026-06-30
1041,605098,行动教育,54.16,-9.2645,0,3,0.0,35698507.0,-35698507.0,170425743,-20.946663556573,2.5442,64.59,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2026-06-30
1042,002806,华锋股份,18.8,-7.5258,3,3,70684825.62,106564919.98,-35880094.36,1133332706,-3.165892431238,33.9102,32.73,日换手率达到20%的前5只证券,2026-06-03
1043,603459,红板科技,75.67,-3.9721,0,1,0.0,36112629.4,-36112629.4,1344064268,-2.686823112539,21.6099,59.82,有价格涨跌幅限制的日换手率达到20%的前五只证券,2026-06-12
1044,000767,晋控电力,6.07,-0.6547,2,2,142830850.0,179120655.91,-36289805.91,4547253365,-0.798059905554,26.8019,176.77,日振幅值达到15%的前5只证券,2026-06-03
1045,000759,中百集团,5.3,-6.1947,0,4,7238195.0,43622093.0,-36383898.0,526148997,-6.915132064768,14.3316,34.75,日振幅值达到15%的前5只证券,2026-06-11
1046,600516,方大炭素,6.77,10.0813,0,1,0.0,36386431.09,-36386431.09,1753256433,-2.075362759556,6.5998,272.56,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2026-06-25
1047,300835,龙磁科技,253.15,1.941,1,3,529234411.14,566229555.98,-36995144.84,7232713445,-0.511497450042,12.2729,210.48,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-06-25
1048,300710,万隆光电,36.92,-18.5349,2,2,27296727.9,64824674.1,-37527946.2,639312833,-5.87004425109,22.2012,27.53,日跌幅达到15%的前5只证券,2026-06-01
1049,000833,粤桂股份,25.54,4.1174,2,3,150614550.4,188425775.53,-37811225.13,4364815451,-0.866273169037,15.2569,115.88,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-10
1050,002613,北玻股份,5.46,10.0806,0,3,18798158.72,56630452.0,-37832293.28,909680727,-4.158853997574,7.8217,42.24,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-08
1051,600397,江钨装备,18.36,10.006,1,2,66997433.0,105047933.34,-38050500.34,3653077014,-1.041601373149,14.7259,181.76,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-06-17
1052,003030,祖名股份,20.42,-4.2214,4,5,77061093.38,115246173.84,-38185080.46,450666059,-8.473032236936,5.9241,16.53,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-06-04
1053,301563,云汉芯城,201.24,1.3344,2,2,42108715.31,80471122.2,-38362406.89,1235258767,-3.105617050844,32.1717,38.51,日换手率达到30%的前5只证券,2026-06-22
1054,301687,新广益,86.56,11.0028,1,3,60412188.56,98910246.86,-38498058.3,1000472042,-3.847989417379,39.8153,25.57,日换手率达到30%的前5只证券,2026-06-23
1055,002132,恒星科技,5.86,4.4563,0,2,24400574.0,63903932.0,-39503358.0,2937064860,-1.344994403699,16.8514,81.99,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-05
1056,001696,宗申动力,22.4,-6.7832,2,2,318985368.1,358570451.63,-39585083.53,3991367234,-0.991767512465,19.3731,199.67,日振幅值达到15%的前5只证券,2026-06-23
1057,688376,美埃科技,101.52,20.0,2,2,52760888.34,92950560.2,-40189671.86,780337200,-5.150295520962,5.9433,137.31,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2026-06-25
1058,002181,粤传媒,12.3,-5.8914,0,1,6598623.0,46891690.98,-40293067.98,4351938339,-0.925864863914,10.2017,139.55,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-06-15
1059,002741,光华科技,35.85,10.0031,1,2,97450191.14,137888413.2,-40438222.06,3419356977,-1.18262650937,1.0977,152.85,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-16
1060,600158,中体产业,8.55,-10.0,0,1,0.0,40573653.03,-40573653.03,997047059,-4.069381947798,12.0065,82.04,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2026-06-11
1061,301669,高特电子,40.1,-4.5011,4,4,113073155.43,155421420.47,-42348265.04,1395868242,-3.033829681469,41.4371,32.84,日换手率达到30%的前5只证券,2026-06-22
1062,001317,三羊马,47.4,-0.6289,4,5,131217659.63,173615397.81,-42397738.18,1065287037,-3.979935614292,6.9596,40.52,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-06-15
1063,301013,利和兴,70.32,3.5946,3,3,275450780.2,319071121.07,-43620340.87,4136703396,-1.054471077433,31.2955,133.07,日换手率达到30%的前5只证券,2026-06-23
1064,002490,山东墨龙,7.42,-5.3571,0,3,23637416.0,67380762.0,-43743346.0,1467766349,-2.980266309403,8.5246,40.2,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-06-17
1065,002735,王子新材,18.59,3.1059,1,3,45097020.52,89359241.0,-44262220.48,1522999829,-2.906252491772,28.8856,52.99,日换手率达到20%的前5只证券,2026-06-08
1066,002669,康达新材,19.13,10.0058,0,1,5889865.0,50156925.88,-44267060.88,1760768204,-2.514076570638,25.6189,57.91,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-10
1067,002747,埃斯顿,34.12,9.9936,3,3,356189943.74,400760231.88,-44570288.14,6576329557,-0.677738056673,14.4292,266.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-08
1068,002735,王子新材,15.81,-4.759,2,4,66806117.74,111464067.39,-44657949.65,1003310531,-4.45105959423,21.0193,45.07,日振幅值达到15%的前5只证券,2026-06-29
1069,001331,胜通能源,51.25,6.5932,3,4,113653627.57,158354789.04,-44701161.47,1136792257,-3.932219030764,8.3082,146.49,日振幅值达到15%的前5只证券,2026-06-29
1070,603045,福达合金,90.0,7.9007,0,1,0.0,45054539.36,-45054539.36,5045453236,-0.892973083935,15.6493,121.9,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-06-08
1071,000048,京基智农,17.37,-8.1438,3,3,54764728.24,99990042.77,-45225314.53,895062015,-5.052757660596,9.2547,91.94,日跌幅偏离值达到7%的前5只证券,2026-06-15
1072,000048,京基智农,17.37,-8.1438,3,3,54764728.24,99990042.77,-45225314.53,895062015,-5.052757660596,9.2547,91.94,日振幅值达到15%的前5只证券,2026-06-15
1073,002910,庄园牧场,11.65,4.3907,1,4,47391897.97,92806010.11,-45414112.14,520831439,-8.719541244898,26.5915,19.93,日振幅值达到15%的前5只证券,2026-06-18
1074,002910,庄园牧场,11.65,4.3907,1,4,47391897.97,92806010.11,-45414112.14,520831439,-8.719541244898,26.5915,19.93,日换手率达到20%的前5只证券,2026-06-18
1075,002976,瑞玛精密,27.09,-8.4488,4,4,76201048.5,121917467.82,-45716419.32,638965612,-7.154754256165,12.4673,25.37,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-06-16
1076,603861,白云电器,14.7,-9.9816,0,2,0.0,45846443.0,-45846443.0,1494469082,-3.06774114983,4.8708,77.7,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-06-11
1077,688333,铂力特,107.28,20.0,0,1,0.0,46265756.87,-46265756.87,4804734800,-0.962920094362,11.7164,294.29,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2026-06-18
1078,002613,北玻股份,5.1,4.7228,2,4,44293848.0,90896683.65,-46602835.65,1023235022,-4.554460573379,26.1305,39.46,日换手率达到20%的前5只证券,2026-06-17
1079,603678,火炬电子,75.13,10.0,0,2,0.0,46731760.0,-46731760.0,2255992490,-2.071450158063,3.1296,357.29,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-06-25
1080,603730,岱美股份,11.71,-9.9923,0,1,0.0,46927624.0,-46927624.0,513224827,-9.143677688843,2.0026,251.6,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2026-06-22
1081,603327,福蓉科技,8.77,-9.9589,0,2,0.0,46951902.6,-46951902.6,1487014400,-3.157461192037,4.1964,91.69,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-06-29
1082,002613,北玻股份,4.35,-9.5634,1,4,25234078.0,72762163.1,-47528085.1,781406327,-6.082377817757,22.2214,33.65,日振幅值达到15%的前5只证券,2026-06-12
1083,002273,水晶光电,32.25,-9.9916,2,2,203763203.75,251347183.18,-47583979.43,3736855057,-1.273369683977,8.0989,439.27,日跌幅偏离值达到7%的前5只证券,2026-06-29
1084,002559,亚威股份,13.0,5.6052,2,3,78649729.5,126463837.0,-47814107.5,2139614560,-2.234706586592,33.7257,65.52,日换手率达到20%的前5只证券,2026-06-29
1085,000603,盛达资源,27.71,-10.0032,0,3,2771.0,48431279.0,-48428508.0,476356195,-10.166448659285,2.5515,184.75,日跌幅偏离值达到7%的前5只证券,2026-06-16
1086,002965,祥鑫科技,51.88,10.0085,2,2,115265782.7,163751901.13,-48486118.43,2408927098,-2.012768193369,12.1214,98.79,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-26
1087,002585,双星新材,11.82,0.1695,1,3,101985842.71,151501524.2,-49515681.49,3646255746,-1.357987067811,33.3914,104.81,日换手率达到20%的前5只证券,2026-06-05
1088,001359,平安电工,129.03,10.0,2,3,128099516.23,178119510.26,-50019994.03,1918724625,-2.60693970246,6.9937,77.79,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-24
1089,000960,锡业股份,42.45,-7.5365,4,3,482369260.51,532409337.39,-50040076.88,8628046282,-0.579969963587,11.5882,698.49,日振幅值达到15%的前5只证券,2026-06-23
1090,300179,四方达,56.99,-0.8525,2,1,109526431.24,159589098.41,-50062667.17,7240613568,-0.691414708158,32.8694,213.13,日换手率达到30%的前5只证券,2026-06-23
1091,002165,红宝丽,8.03,10.0,0,2,17898199.0,68135275.24,-50237076.24,1677602374,-2.994575891081,24.1565,58.43,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-11
1092,002297,博云新材,21.39,2.6884,2,4,184071802.97,234910010.61,-50838207.64,3140985826,-1.618543045281,25.429,122.59,日换手率达到20%的前5只证券,2026-06-11
1093,001259,利仁科技,68.95,6.8827,3,4,50682099.5,101608330.0,-50926230.5,454889848,-11.195288425078,15.044,32.78,日振幅值达到15%的前5只证券,2026-06-17
1094,300264,佳创视讯,9.1,-17.0465,4,3,43197437.0,94774255.4,-51576818.4,612989295,-8.413983542731,17.4316,33.71,日跌幅达到15%的前5只证券,2026-06-12
1095,002787,华源控股,30.42,10.0181,4,5,181977846.0,233577326.18,-51599480.18,1533755973,-3.364256184709,21.6354,75.47,日振幅值达到15%的前5只证券,2026-06-04
1096,601020,华钰矿业,25.33,9.987,0,1,0.0,52588053.26,-52588053.26,2890500337,-1.819340845142,5.2105,207.7,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-06-16
1097,000534,万泽股份,28.74,-9.9906,3,4,54601411.0,107203324.62,-52601913.62,902649900,-5.827498969423,6.1598,143.96,日跌幅偏离值达到7%的前5只证券,2026-06-10
1098,001257,盛龙股份,29.65,0.0,2,3,52076253.92,105119542.12,-53043288.2,918598134,-5.774373606555,22.5532,40.61,日换手率达到20%的前5只证券,2026-06-25
1099,002421,达实智能,4.4,-10.0204,1,2,115800827.74,168995076.04,-53194248.3,7310710969,-0.727620726979,33.1612,88.15,连续三个交易日内，跌幅偏离值累计达到20%的证券,2026-06-12
1100,002361,神剑股份,16.81,10.0131,2,3,113307568.0,166542119.28,-53234551.28,2421921852,-2.198029273159,18.3602,136.0,日涨幅偏离值达到7%的前5只证券,2026-06-05
1101,002552,宝鼎科技,72.16,1.7341,2,2,49916901.0,103465249.34,-53548348.34,1632268018,-3.280610031532,6.0912,265.91,日振幅值达到15%的前5只证券,2026-06-17
1102,688056,莱伯泰科,48.16,20.01,0,3,0.0,53959055.4,-53959055.4,551548100,-9.783200304742,9.8257,32.49,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2026-06-05
1103,601168,西部矿业,30.03,-10.009,1,1,56059351.0,110526688.67,-54467337.67,2948651647,-1.847194724593,3.9883,715.61,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2026-06-23
1104,600301,华锡有色,66.55,10.0,0,2,0.0,54537725.0,-54537725.0,2517981684,-2.165930171238,9.5066,183.24,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-06-02
1105,002943,宇晶股份,44.23,-9.0479,3,4,120750573.12,175347992.86,-54597419.74,1264453526,-4.317866858477,14.2975,83.53,日振幅值达到15%的前5只证券,2026-06-30
1106,603135,中重科技,12.02,-6.0938,0,1,0.0,54826388.78,-54826388.78,1821533699,-3.009902523906,8.4426,75.67,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-06-12
1107,002747,埃斯顿,34.12,9.9936,3,3,167319232.44,222476915.18,-55157682.74,3679820423,-1.498923219058,14.4292,266.96,日涨幅偏离值达到7%的前5只证券,2026-06-08
1108,300505,川金诺,22.57,19.9894,1,4,44391333.59,99624814.07,-55233480.48,1175505197,-4.698701513269,25.8048,49.06,日涨幅达到15%的前5只证券,2026-06-11
1109,600745,*ST闻泰,17.94,-4.9788,0,1,0.0,55555514.89,-55555514.89,2799568758,-1.984431163951,3.3228,223.29,ST、*ST证券连续三个交易日内收盘价格跌幅偏离值累计达到12%的证券,2026-06-11
1110,688010,福光股份,47.84,19.99,0,1,0.0,55592698.13,-55592698.13,1687269800,-3.294831575247,14.7877,76.81,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2026-06-12
1111,002361,神剑股份,17.47,-8.534,0,1,23768357.0,79487558.19,-55719201.19,5200731410,-1.071372405098,36.6259,141.34,日换手率达到20%的前5只证券,2026-06-11
1112,002421,达实智能,4.09,1.7413,0,3,32874502.0,88604336.6,-55729834.6,1953807379,-2.852370975716,24.3345,81.94,日换手率达到20%的前5只证券,2026-06-24
1113,000539,粤电力A,9.77,10.0225,1,2,116707505.9,172493806.69,-55786300.79,4494654376,-1.24116997934,18.6464,249.66,日涨幅偏离值达到7%的前5只证券,2026-06-01
1114,002354,天娱数科,7.5,-0.266,1,3,85674133.33,141729753.13,-56055619.8,3570652245,-1.569898605458,28.9007,121.93,日换手率达到20%的前5只证券,2026-06-15
1115,001257,盛龙股份,31.96,-2.3227,3,4,132392140.83,188458389.15,-56066248.32,1881109187,-2.980488783291,42.949,43.77,日换手率达到20%的前5只证券,2026-06-18
1116,603262,技源集团,24.62,-10.0146,0,2,0.0,56125479.12,-56125479.12,331602132,-16.925548331517,18.2139,9.85,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-06-30
1117,002081,金螳螂,6.78,10.0649,1,2,57653379.0,114038163.46,-56384784.46,4135981854,-1.363274464211,23.9575,179.28,日涨幅偏离值达到7%的前5只证券,2026-06-01
1118,002081,金螳螂,6.78,10.0649,1,2,57653379.0,114038163.46,-56384784.46,4135981854,-1.363274464211,23.9575,179.28,日换手率达到20%的前5只证券,2026-06-01
1119,603135,中重科技,14.03,10.0392,0,3,0.0,56618159.64,-56618159.64,464075561,-12.200202811369,5.6196,88.32,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券,2026-06-05
1120,603103,横店影视,17.19,-8.661,0,2,0.0,56874578.55,-56874578.55,924813888,-6.149840447682,4.1842,109.02,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-06-15
1121,600162,香江控股,2.94,-6.962,0,1,0.0,57001910.0,-57001910.0,2858776684,-1.993926644184,6.6288,96.09,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-06-29
1122,600162,香江控股,3.5,-6.1662,0,1,0.0,57001910.0,-57001910.0,1361470185,-4.186790913824,11.2126,114.4,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,2026-06-25
1123,688303,大全能源,22.46,19.9786,0,2,0.0,57173667.6,-57173667.6,1101232200,-5.191790396249,2.3866,481.81,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2026-06-04
1124,300835,龙磁科技,234.31,19.999,1,3,53258113.0,110638072.99,-57379959.99,2668092392,-2.150598688488,14.4262,194.82,日涨幅达到15%的前5只证券,2026-06-23
1125,605589,圣泉集团,60.1,9.9927,0,1,0.0,57545204.0,-57545204.0,1485447002,-3.873931814634,2.1115,508.4,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-06-10
1126,002669,康达新材,19.13,10.0058,2,2,41596086.0,99178199.38,-57582113.38,1423002234,-4.046523048537,25.6189,57.91,日换手率达到20%的前5只证券,2026-06-10
1127,688661,和林微纳,129.7,15.207,0,1,0.0,57816183.07,-57816183.07,1375962100,-4.201873225287,7.0746,197.0,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2026-06-03
1128,002491,通鼎互联,25.1,1.1281,3,2,390329843.53,448251542.43,-57921698.9,6203215946,-0.933736619912,21.1662,295.29,日振幅值达到15%的前5只证券,2026-06-08
1129,301630,同宇新材,334.5,4.3161,1,4,39180375.0,97454047.2,-58273672.2,1116018002,-5.221570986809,34.3751,33.45,日换手率达到30%的前5只证券,2026-06-16
1130,300264,佳创视讯,8.28,-15.2508,4,5,53722096.0,112264822.64,-58542726.64,638918935,-9.16277847361,19.6516,30.67,日跌幅达到15%的前5只证券,2026-06-29
1131,600566,济川药业,22.19,-9.9797,2,4,14870560.0,73463401.36,-58592841.36,347685384,-16.852258983656,1.685,203.84,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券,2026-06-30
1132,300706,阿石创,76.1,5.9151,4,3,136297481.0,195964002.0,-59666521.0,3016396306,-1.978073003249,36.5888,86.63,日换手率达到30%的前5只证券,2026-06-15
1133,688598,金博股份,49.79,20.0048,0,1,0.0,60124866.26,-60124866.26,3497404800,-1.71912803059,17.0349,101.36,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2026-06-17
1134,603950,长源东谷,75.56,4.3935,1,1,89298577.0,150828701.9,-61530124.9,3460159998,-1.77824507929,4.6092,244.72,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-06-23
1135,301591,肯特股份,53.02,4.329,2,4,38757352.62,101009588.26,-62252235.64,795125546,-7.829233503208,33.9921,23.7,日换手率达到30%的前5只证券,2026-06-03
1136,603567,珍宝岛,4.68,-7.874,0,2,0.0,62351072.79,-62351072.79,680873601,-9.157510688977,6.5334,43.96,非ST、*ST和S证券连续三个交易日内收盘价格跌幅偏离值累计达到20%的证券,2026-06-18
1137,001400,江顺科技,123.81,6.5307,5,4,111854461.49,174413737.81,-62559276.32,1017861765,-6.146146605674,13.1878,57.24,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-08
1138,688658,悦康药业,13.73,-15.7669,0,1,0.0,63227804.95,-63227804.95,546207000,-11.575795431036,8.5364,61.79,有价格涨跌幅限制的日收盘价格跌幅达到15%的前五只证券,2026-06-05
1139,000823,超声电子,21.38,-10.0168,3,3,101686372.81,165458764.13,-63772391.32,2710053281,-2.353178506382,20.1197,127.2,日振幅值达到15%的前5只证券,2026-06-23
1140,688783,西安奕材,47.5,-4.5418,1,2,89487606.58,153578437.51,-64090830.93,3098787500,-2.068255113653,33.2433,87.96,有价格涨跌幅限制的日换手率达到30%的前五只证券,2026-06-12
1141,688010,福光股份,47.84,19.99,0,2,0.0,65417415.56,-65417415.56,1078052900,-6.068108119741,14.7877,76.81,有价格涨跌幅限制的日收盘价格涨幅达到15%的前五只证券,2026-06-12
1142,603115,海星股份,119.94,9.9963,0,1,0.0,65698437.0,-65698437.0,934699209,-7.028831988666,1.8741,290.12,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-06-17
1143,300903,科翔股份,98.16,20.0,1,3,424692896.91,490455060.13,-65762163.22,7537410499,-0.872476870256,9.9081,324.6,连续三个交易日内，涨幅偏离值累计达到30%的证券,2026-06-17
1144,688635,长进光子,672.99,10.1457,0,1,0.0,65792283.0,-65792283.0,4808981200,-1.368112709611,40.386,119.5,有价格涨跌幅限制的日换手率达到30%的前五只证券,2026-06-03
1145,000509,华塑控股,5.15,4.6748,5,4,147104013.0,214099075.44,-66995062.44,1359419407,-4.928211418421,25.2643,55.27,日振幅值达到15%的前5只证券,2026-06-02
1146,688515,裕太微,246.5,13.5945,0,1,0.0,68793413.27,-68793413.27,4980072500,-1.381373730403,25.8301,122.8,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券,2026-06-03
1147,300322,硕贝德,28.61,-15.2296,3,2,123514914.0,192816885.76,-69301971.76,2099672870,-3.300608049482,15.6469,126.01,日跌幅达到15%的前5只证券,2026-06-08
1148,301013,利和兴,53.5,15.5508,3,4,226285706.46,295644904.2,-69359197.74,3594664127,-1.929504267702,37.6555,101.24,日换手率达到30%的前5只证券,2026-06-02
1149,002580,圣阳股份,25.51,10.0043,1,2,59391881.13,129055443.89,-69663562.76,3205967285,-2.172934299297,28.8643,115.39,日换手率达到20%的前5只证券,2026-06-24
1150,603407,长裕集团,91.87,1.4578,0,1,0.0,69795567.08,-69795567.08,1703540180,-4.09708957261,50.4489,32.99,有价格涨跌幅限制的日换手率达到20%的前五只证券,2026-06-25
1151,688639,华恒生物,15.4,-10.0467,0,4,0.0,69817282.54,-69817282.54,487964700,-14.307855166573,11.9623,38.52,有价格涨跌幅限制的连续3个交易日内收盘价格跌幅偏离值累计达到30%的证券,2026-06-26
1152,002585,双星新材,11.09,-6.176,2,3,81702961.28,151756372.37,-70053411.09,2590181951,-2.704574906908,25.2376,98.34,日换手率达到20%的前5只证券,2026-06-08
1153,000510,新金路,19.37,9.9943,3,4,223851309.0,293922848.24,-70071539.24,1964633460,-3.566646942886,11.988,117.5,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-12
1154,000539,粤电力A,8.25,-10.0327,0,2,12156543.56,82483580.0,-70327036.44,2460683995,-2.858027954134,11.0669,210.82,日跌幅偏离值达到7%的前5只证券,2026-06-05
1155,002859,洁美科技,75.05,8.4538,3,3,315024614.59,385630551.93,-70605937.34,6038035129,-1.169352874429,7.9279,304.63,连续三个交易日内，涨幅偏离值累计达到20%的证券,2026-06-01
1156,300831,ST派瑞,17.83,-14.7706,0,5,22326658.95,94057498.5,-71730839.55,1002765208,-7.153303582707,31.4352,32.89,日换手率达到30%的前5只证券,2026-06-09
1157,603650,彤程新材,64.3,7.5791,0,1,0.0,73143266.0,-73143266.0,6682344213,-1.09457495257,8.9672,395.11,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-06-11
1158,605589,圣泉集团,72.96,9.9955,0,1,0.0,74145146.0,-74145146.0,5423194835,-1.367185731951,9.2315,617.18,有价格涨跌幅限制的日价格振幅达到15%的前五只证券,2026-06-25
1159,605288,凯迪股份,78.99,7.4694,0,2,0.0,74781457.0,-74781457.0,648882713,-11.524649293593,4.6888,77.63,非ST、*ST和S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券,2026-06-17
